  Title : TRcurve_5mm_SDS_750nm_10secInt_1
  Version : 2 972 M
  Revision : 12 bits ADC
  Date : 2019-10-11
  Time : 09:18:57
  Author : Unknown
  Company : Unknown
  Contents :
11.812125 27
11.818233 26
11.824341 20
11.830448 26
11.836556 20
11.842664 29
11.848771 16
11.854879 17
11.860986 24
11.867094 23
11.873202 17
11.879309 17
11.885417 21
11.891524 19
11.897632 27
11.903740 25
11.909847 25
11.915955 23
11.922062 13
11.928170 13
11.934278 17
11.940385 16
11.946493 24
11.952601 12
11.958708 20
11.964816 29
11.970923 23
11.977031 20
11.983139 11
11.989246 20
11.995354 24
12.001461 18
12.007569 17
12.013677 17
12.019784 15
12.025892 21
12.032000 25
12.038107 18
12.044215 23
12.050322 16
12.056430 10
12.062538 17
12.068645 17
12.074753 27
12.080860 20
12.086968 23
12.093076 23
12.099183 12
12.105291 20
12.111399 14
12.117506 23
12.123614 15
12.129721 17
12.135829 24
12.141937 23
12.148044 18
12.154152 22
12.160259 23
12.166367 19
12.172475 21
12.178582 23
12.184690 20
12.190798 19
12.196905 19
12.203013 16
12.209120 15
12.215228 15
12.221336 19
12.227443 15
12.233551 16
12.239658 19
12.245766 25
12.251874 27
12.257981 27
12.264089 21
12.270196 25
12.276304 19
12.282412 24
12.288519 14
12.294627 19
12.300735 22
12.306842 22
12.312950 15
12.319057 20
12.325165 29
12.331273 25
12.337380 14
12.343488 16
12.349595 13
12.355703 15
12.361811 11
12.367918 23
12.374026 18
12.380134 19
12.386241 11
12.392349 18
12.398456 19
12.404564 16
12.410672 16
12.416779 14
12.422887 20
12.428994 22
12.435102 27
12.441210 21
12.447317 24
12.453425 26
12.459533 21
12.465640 17
12.471748 19
12.477855 20
12.483963 24
12.490071 36
12.496178 21
12.502286 21
12.508393 15
12.514501 23
12.520609 14
12.526716 25
12.532824 23
12.538932 15
12.545039 21
12.551147 20
12.557254 15
12.563362 31
12.569470 18
12.575577 24
12.581685 12
12.587792 21
12.593900 17
12.600008 13
12.606115 12
12.612223 16
12.618330 27
12.624438 19
12.630546 18
12.636653 8
12.642761 22
12.648869 20
12.654976 11
12.661084 18
12.667191 18
12.673299 24
12.679407 19
12.685514 21
12.691622 17
12.697729 22
12.703837 20
12.709945 15
12.716052 15
12.722160 21
12.728268 20
12.734375 13
12.740483 22
12.746590 27
12.752698 15
12.758806 16
12.764913 20
12.771021 11
12.777128 11
12.783236 19
12.789344 22
12.795451 21
12.801559 9
12.807667 18
12.813774 11
12.819882 22
12.825989 13
12.832097 13
12.838205 17
12.844312 17
12.850420 15
12.856527 16
12.862635 16
12.868743 19
12.874850 18
12.880958 17
12.887065 21
12.893173 20
12.899281 16
12.905388 15
12.911496 16
12.917604 23
12.923711 15
12.929819 14
12.935926 19
12.942034 13
12.948142 19
12.954249 17
12.960357 17
12.966464 20
12.972572 15
12.978680 24
12.984787 18
12.990895 14
12.997003 11
13.003110 8
13.009218 12
13.015325 17
13.021433 14
13.027541 12
13.033648 17
13.039756 15
13.045863 14
13.051971 10
13.058079 17
13.064186 10
13.070294 16
13.076402 15
13.082509 20
13.088617 23
13.094724 18
13.100832 14
13.106940 21
13.113047 9
13.119155 23
13.125262 14
13.131370 17
13.137478 20
13.143585 17
13.149693 15
13.155801 19
13.161908 20
13.168016 10
13.174123 15
13.180231 23
13.186339 14
13.192446 20
13.198554 21
13.204661 12
13.210769 17
13.216877 17
13.222984 15
13.229092 21
13.235199 17
13.241307 15
13.247415 11
13.253522 15
13.259630 16
13.265738 16
13.271845 17
13.277953 24
13.284060 22
13.290168 13
13.296276 19
13.302383 18
13.308491 19
13.314598 12
13.320706 17
13.326814 11
13.332921 16
13.339029 14
13.345137 20
13.351244 24
13.357352 16
13.363459 20
13.369567 14
13.375675 18
13.381782 25
13.387890 20
13.393997 14
13.400105 22
13.406213 11
13.412320 10
13.418428 15
13.424536 12
13.430643 20
13.436751 14
13.442858 8
13.448966 16
13.455074 19
13.461181 20
13.467289 22
13.473396 14
13.479504 13
13.485612 18
13.491719 12
13.497827 5
13.503935 21
13.510042 22
13.516150 26
13.522257 13
13.528365 26
13.534473 16
13.540580 17
13.546688 18
13.552795 15
13.558903 17
13.565011 17
13.571118 14
13.577226 20
13.583333 15
13.589441 13
13.595549 20
13.601656 20
13.607764 14
13.613872 15
13.619979 15
13.626087 19
13.632194 17
13.638302 14
13.644410 19
13.650517 23
13.656625 21
13.662732 13
13.668840 19
13.674948 12
13.681055 22
13.687163 15
13.693271 17
13.699378 27
13.705486 14
13.711593 16
13.717701 14
13.723809 11
13.729916 16
13.736024 13
13.742131 17
13.748239 18
13.754347 14
13.760454 20
13.766562 18
13.772670 23
13.778777 15
13.784885 14
13.790992 16
13.797100 12
13.803208 10
13.809315 15
13.815423 17
13.821530 10
13.827638 17
13.833746 16
13.839853 16
13.845961 25
13.852069 7
13.858176 15
13.864284 21
13.870391 17
13.876499 15
13.882607 24
13.888714 16
13.894822 20
13.900929 16
13.907037 27
13.913145 24
13.919252 17
13.925360 14
13.931467 19
13.937575 13
13.943683 12
13.949790 19
13.955898 16
13.962006 20
13.968113 12
13.974221 12
13.980328 14
13.986436 13
13.992544 20
13.998651 16
14.004759 18
14.010866 15
14.016974 15
14.023082 7
14.029189 14
14.035297 14
14.041405 16
14.047512 12
14.053620 17
14.059727 16
14.065835 9
14.071943 18
14.078050 12
14.084158 11
14.090265 10
14.096373 12
14.102481 22
14.108588 17
14.114696 13
14.120804 14
14.126911 21
14.133019 17
14.139126 12
14.145234 11
14.151342 16
14.157449 22
14.163557 17
14.169664 9
14.175772 12
14.181880 26
14.187987 14
14.194095 19
14.200203 22
14.206310 14
14.212418 17
14.218525 11
14.224633 12
14.230741 14
14.236848 13
14.242956 10
14.249063 17
14.255171 18
14.261279 16
14.267386 15
14.273494 15
14.279601 18
14.285709 19
14.291817 8
14.297924 15
14.304032 18
14.310140 23
14.316247 14
14.322355 14
14.328462 11
14.334570 15
14.340678 21
14.346785 23
14.352893 7
14.359000 19
14.365108 16
14.371216 21
14.377323 15
14.383431 18
14.389539 17
14.395646 20
14.401754 22
14.407861 17
14.413969 12
14.420077 15
14.426184 22
14.432292 17
14.438399 17
14.444507 17
14.450615 20
14.456722 15
14.462830 8
14.468938 17
14.475045 18
14.481153 14
14.487260 21
14.493368 8
14.499476 15
14.505583 9
14.511691 15
14.517798 17
14.523906 13
14.530014 17
14.536121 17
14.542229 23
14.548337 23
14.554444 21
14.560552 23
14.566659 30
14.572767 16
14.578875 13
14.584982 20
14.591090 11
14.597197 10
14.603305 22
14.609413 16
14.615520 13
14.621628 10
14.627735 13
14.633843 14
14.639951 18
14.646058 14
14.652166 14
14.658274 13
14.664381 16
14.670489 21
14.676596 21
14.682704 13
14.688812 13
14.694919 21
14.701027 22
14.707134 17
14.713242 9
14.719350 22
14.725457 16
14.731565 14
14.737673 19
14.743780 23
14.749888 24
14.755995 15
14.762103 18
14.768211 20
14.774318 19
14.780426 11
14.786533 20
14.792641 22
14.798749 15
14.804856 20
14.810964 15
14.817072 14
14.823179 16
14.829287 22
14.835394 18
14.841502 21
14.847610 16
14.853717 16
14.859825 17
14.865932 12
14.872040 16
14.878148 16
14.884255 21
14.890363 16
14.896470 18
14.902578 18
14.908686 12
14.914793 16
14.920901 21
14.927009 20
14.933116 11
14.939224 13
14.945331 21
14.951439 19
14.957547 14
14.963654 15
14.969762 16
14.975869 15
14.981977 18
14.988085 19
14.994192 13
15.000300 21
15.006408 13
15.012515 21
15.018623 20
15.024730 16
15.030838 19
15.036946 17
15.043053 16
15.049161 11
15.055268 17
15.061376 11
15.067484 22
15.073591 10
15.079699 19
15.085807 13
15.091914 18
15.098022 9
15.104129 12
15.110237 15
15.116345 20
15.122452 14
15.128560 15
15.134667 18
15.140775 16
15.146883 22
15.152990 21
15.159098 16
15.165206 12
15.171313 23
15.177421 7
15.183528 19
15.189636 24
15.195744 15
15.201851 14
15.207959 13
15.214066 17
15.220174 22
15.226282 17
15.232389 14
15.238497 26
15.244604 10
15.250712 11
15.256820 15
15.262927 18
15.269035 21
15.275143 16
15.281250 21
15.287358 16
15.293465 20
15.299573 16
15.305681 18
15.311788 22
15.317896 18
15.324003 15
15.330111 18
15.336219 22
15.342326 12
15.348434 21
15.354542 19
15.360649 17
15.366757 15
15.372864 16
15.378972 15
15.385080 11
15.391187 13
15.397295 21
15.403402 11
15.409510 15
15.415618 21
15.421725 26
15.427833 19
15.433941 14
15.440048 10
15.446156 13
15.452263 15
15.458371 16
15.464479 21
15.470586 12
15.476694 14
15.482801 19
15.488909 13
15.495017 15
15.501124 12
15.507232 18
15.513340 20
15.519447 13
15.525555 18
15.531662 15
15.537770 11
15.543878 12
15.549985 13
15.556093 13
15.562200 23
15.568308 9
15.574416 17
15.580523 18
15.586631 22
15.592738 10
15.598846 21
15.604954 17
15.611061 21
15.617169 14
15.623277 15
15.629384 24
15.635492 18
15.641599 16
15.647707 21
15.653815 16
15.659922 14
15.666030 14
15.672137 20
15.678245 14
15.684353 16
15.690460 18
15.696568 17
15.702676 14
15.708783 14
15.714891 17
15.720998 17
15.727106 18
15.733214 21
15.739321 16
15.745429 20
15.751536 17
15.757644 11
15.763752 13
15.769859 23
15.775967 22
15.782075 17
15.788182 17
15.794290 13
15.800397 21
15.806505 7
15.812613 14
15.818720 18
15.824828 13
15.830935 13
15.837043 18
15.843151 18
15.849258 22
15.855366 17
15.861474 17
15.867581 24
15.873689 15
15.879796 10
15.885904 16
15.892012 22
15.898119 11
15.904227 17
15.910334 16
15.916442 15
15.922550 24
15.928657 14
15.934765 12
15.940872 22
15.946980 24
15.953088 18
15.959195 11
15.965303 16
15.971411 14
15.977518 13
15.983626 23
15.989733 10
15.995841 15
16.001949 15
16.008056 15
16.014164 16
16.020271 10
16.026379 16
16.032487 11
16.038594 16
16.044702 19
16.050810 19
16.056917 24
16.063025 13
16.069132 13
16.075240 12
16.081348 16
16.087455 17
16.093563 15
16.099670 11
16.105778 24
16.111886 11
16.117993 7
16.124101 14
16.130209 13
16.136316 17
16.142424 8
16.148531 12
16.154639 25
16.160747 11
16.166854 24
16.172962 18
16.179069 15
16.185177 20
16.191285 16
16.197392 17
16.203500 15
16.209608 21
16.215715 17
16.221823 21
16.227930 14
16.234038 13
16.240146 18
16.246253 23
16.252361 17
16.258468 23
16.264576 20
16.270684 15
16.276791 18
16.282899 11
16.289006 14
16.295114 19
16.301222 18
16.307329 13
16.313437 15
16.319545 15
16.325652 14
16.331760 12
16.337867 17
16.343975 27
16.350083 17
16.356190 17
16.362298 10
16.368405 15
16.374513 16
16.380621 14
16.386728 18
16.392836 24
16.398944 12
16.405051 12
16.411159 15
16.417266 11
16.423374 12
16.429482 19
16.435589 25
16.441697 23
16.447804 17
16.453912 16
16.460020 15
16.466127 21
16.472235 22
16.478343 13
16.484450 20
16.490558 22
16.496665 13
16.502773 17
16.508881 10
16.514988 13
16.521096 19
16.527203 15
16.533311 13
16.539419 11
16.545526 18
16.551634 27
16.557742 22
16.563849 14
16.569957 8
16.576064 10
16.582172 20
16.588280 21
16.594387 18
16.600495 15
16.606602 18
16.612710 20
16.618818 23
16.624925 21
16.631033 21
16.637140 23
16.643248 20
16.649356 13
16.655463 20
16.661571 17
16.667679 25
16.673786 14
16.679894 24
16.686001 12
16.692109 18
16.698217 13
16.704324 20
16.710432 12
16.716539 15
16.722647 14
16.728755 13
16.734862 11
16.740970 15
16.747078 18
16.753185 16
16.759293 16
16.765400 29
16.771508 15
16.777616 15
16.783723 19
16.789831 21
16.795938 21
16.802046 19
16.808154 14
16.814261 18
16.820369 23
16.826477 18
16.832584 17
16.838692 17
16.844799 17
16.850907 15
16.857015 15
16.863122 17
16.869230 31
16.875337 9
16.881445 16
16.887553 23
16.893660 14
16.899768 21
16.905875 13
16.911983 26
16.918091 18
16.924198 24
16.930306 13
16.936414 20
16.942521 7
16.948629 16
16.954736 24
16.960844 12
16.966952 11
16.973059 11
16.979167 19
16.985274 22
16.991382 19
16.997490 24
17.003597 20
17.009705 13
17.015813 19
17.021920 27
17.028028 16
17.034135 8
17.040243 18
17.046351 21
17.052458 17
17.058566 23
17.064673 17
17.070781 17
17.076889 17
17.082996 13
17.089104 11
17.095212 18
17.101319 19
17.107427 23
17.113534 27
17.119642 22
17.125750 20
17.131857 14
17.137965 13
17.144072 21
17.150180 14
17.156288 14
17.162395 17
17.168503 14
17.174611 19
17.180718 17
17.186826 19
17.192933 20
17.199041 13
17.205149 20
17.211256 26
17.217364 9
17.223471 21
17.229579 17
17.235687 22
17.241794 18
17.247902 16
17.254009 22
17.260117 19
17.266225 22
17.272332 19
17.278440 9
17.284548 15
17.290655 20
17.296763 19
17.302870 26
17.308978 19
17.315086 19
17.321193 27
17.327301 21
17.333408 23
17.339516 14
17.345624 16
17.351731 20
17.357839 14
17.363947 20
17.370054 16
17.376162 20
17.382269 13
17.388377 20
17.394485 19
17.400592 17
17.406700 18
17.412807 13
17.418915 21
17.425023 16
17.431130 24
17.437238 12
17.443346 14
17.449453 15
17.455561 14
17.461668 22
17.467776 14
17.473884 18
17.479991 22
17.486099 15
17.492206 20
17.498314 14
17.504422 27
17.510529 20
17.516637 9
17.522745 20
17.528852 19
17.534960 24
17.541067 16
17.547175 15
17.553283 18
17.559390 9
17.565498 11
17.571605 21
17.577713 19
17.583821 15
17.589928 17
17.596036 11
17.602143 34
17.608251 18
17.614359 20
17.620466 22
17.626574 27
17.632682 14
17.638789 14
17.644897 14
17.651004 18
17.657112 13
17.663220 14
17.669327 21
17.675435 25
17.681542 12
17.687650 13
17.693758 14
17.699865 9
17.705973 16
17.712081 12
17.718188 21
17.724296 27
17.730403 27
17.736511 21
17.742619 14
17.748726 21
17.754834 19
17.760941 12
17.767049 18
17.773157 33
17.779264 18
17.785372 17
17.791480 30
17.797587 17
17.803695 17
17.809802 20
17.815910 17
17.822018 22
17.828125 9
17.834233 17
17.840340 11
17.846448 15
17.852556 20
17.858663 23
17.864771 17
17.870879 21
17.876986 22
17.883094 24
17.889201 27
17.895309 19
17.901417 18
17.907524 26
17.913632 26
17.919739 19
17.925847 15
17.931955 28
17.938062 9
17.944170 15
17.950277 18
17.956385 16
17.962493 17
17.968600 15
17.974708 13
17.980816 19
17.986923 21
17.993031 31
17.999138 21
18.005246 15
18.011354 19
18.017461 19
18.023569 25
18.029676 8
18.035784 19
18.041892 20
18.047999 19
18.054107 21
18.060215 22
18.066322 13
18.072430 7
18.078537 19
18.084645 18
18.090753 12
18.096860 16
18.102968 16
18.109075 20
18.115183 15
18.121291 23
18.127398 21
18.133506 17
18.139614 26
18.145721 19
18.151829 11
18.157936 13
18.164044 17
18.170152 19
18.176259 16
18.182367 18
18.188474 17
18.194582 26
18.200690 16
18.206797 19
18.212905 19
18.219013 20
18.225120 14
18.231228 17
18.237335 19
18.243443 13
18.249551 15
18.255658 15
18.261766 15
18.267873 21
18.273981 19
18.280089 16
18.286196 17
18.292304 15
18.298411 17
18.304519 17
18.310627 21
18.316734 17
18.322842 12
18.328950 15
18.335057 21
18.341165 18
18.347272 14
18.353380 11
18.359488 17
18.365595 18
18.371703 14
18.377810 14
18.383918 23
18.390026 17
18.396133 18
18.402241 13
18.408349 19
18.414456 22
18.420564 13
18.426671 22
18.432779 21
18.438887 22
18.444994 15
18.451102 20
18.457209 15
18.463317 13
18.469425 23
18.475532 16
18.481640 22
18.487748 17
18.493855 19
18.499963 17
18.506070 22
18.512178 16
18.518286 14
18.524393 16
18.530501 16
18.536608 14
18.542716 14
18.548824 15
18.554931 18
18.561039 15
18.567147 25
18.573254 14
18.579362 22
18.585469 17
18.591577 13
18.597685 19
18.603792 9
18.609900 11
18.616007 24
18.622115 20
18.628223 22
18.634330 15
18.640438 16
18.646545 19
18.652653 15
18.658761 17
18.664868 0
18.670976 0
18.677084 0
18.683191 0
18.689299 0
18.695406 0
18.701514 0
18.707622 0
18.713729 0
18.719837 0
18.725944 0
18.732052 0
18.738160 0
18.744267 0
18.750375 0
18.756483 0
18.762590 0
18.768698 0
18.774805 0
18.780913 0
18.787021 0
18.793128 0
18.799236 0
18.805343 0
18.811451 0
18.817559 0
18.823666 0
18.829774 0
18.835882 0
18.841989 0
18.848097 0
18.854204 0
18.860312 0
18.866420 0
18.872527 0
18.878635 0
18.884742 0
18.890850 0
18.896958 0
18.903065 0
18.909173 0
18.915280 0
18.921388 0
18.927496 0
18.933603 0
18.939711 0
18.945819 0
18.951926 0
18.958034 0
18.964141 0
18.970249 0
18.976357 0
18.982464 0
18.988572 0
18.994679 0
19.000787 0
19.006895 0
19.013002 0
19.019110 0
19.025218 0
19.031325 0
19.037433 0
19.043540 0
19.049648 0
19.055756 0
19.061863 0
19.067971 0
19.074078 0
19.080186 0
19.086294 0
19.092401 0
19.098509 0
19.104617 0
19.110724 0
19.116832 0
19.122939 0
19.129047 0
19.135155 0
19.141262 0
19.147370 0
19.153477 0
19.159585 0
19.165693 0
19.171800 0
19.177908 0
19.184016 0
19.190123 0
19.196231 0
19.202338 0
19.208446 0
19.214554 0
19.220661 0
19.226769 0
19.232876 0
19.238984 0
19.245092 0
19.251199 0
19.257307 0
19.263414 0
19.269522 0
19.275630 0
19.281737 0
19.287845 0
19.293953 0
19.300060 0
19.306168 0
19.312275 0
19.318383 0
19.324491 0
19.330598 0
19.336706 0
19.342813 0
19.348921 0
19.355029 0
19.361136 0
19.367244 0
19.373352 0
19.379459 0
19.385567 0
19.391674 0
19.397782 0
19.403890 0
19.409997 0
19.416105 0
19.422212 0
19.428320 0
19.434428 0
19.440535 0
19.446643 0
19.452751 0
19.458858 0
19.464966 0
19.471073 0
19.477181 0
19.483289 0
19.489396 0
19.495504 0
19.501611 0
19.507719 0
19.513827 0
19.519934 0
19.526042 0
19.532150 0
19.538257 0
19.544365 0
19.550472 0
19.556580 0
19.562688 0
19.568795 0
19.574903 0
19.581010 0
19.587118 0
19.593226 0
19.599333 0
19.605441 0
19.611548 0
19.617656 0
19.623764 0
19.629871 0
19.635979 0
19.642087 0
19.648194 0
19.654302 0
19.660409 0
19.666517 0
19.672625 0
19.678732 0
19.684840 0
19.690947 0
19.697055 0
19.703163 0
19.709270 0
19.715378 0
19.721486 0
19.727593 0
19.733701 0
19.739808 0
19.745916 0
19.752024 0
19.758131 0
19.764239 0
19.770346 0
19.776454 0
19.782562 0
19.788669 0
19.794777 0
19.800885 0
19.806992 0
19.813100 0
19.819207 0
19.825315 0
19.831423 0
19.837530 0
19.843638 0
19.849745 0
19.855853 0
19.861961 0
19.868068 0
19.874176 0
19.880284 0
19.886391 0
19.892499 0
19.898606 0
19.904714 0
19.910822 0
19.916929 0
19.923037 0
19.929144 0
19.935252 0
19.941360 0
19.947467 0
19.953575 0
19.959682 0
19.965790 0
19.971898 0
19.978005 0
19.984113 0
19.990221 0
19.996328 0
20.002436 0
20.008543 0
20.014651 0
20.020759 0
20.026866 0
20.032974 0
20.039081 0
20.045189 0
20.051297 0
20.057404 0
20.063512 0
20.069620 0
20.075727 0
20.081835 0
20.087942 0
20.094050 0
20.100158 0
20.106265 0
20.112373 0
20.118480 0
20.124588 0
20.130696 0
20.136803 0
20.142911 0
20.149019 0
20.155126 0
20.161234 0
20.167341 0
20.173449 0
20.179557 0
20.185664 0
20.191772 0
20.197879 0
20.203987 0
20.210095 0
20.216202 0
20.222310 0
20.228418 0
20.234525 0
20.240633 0
20.246740 0
20.252848 0
20.258956 0
20.265063 0
20.271171 0
20.277278 0
20.283386 0
20.289494 0
20.295601 0
20.301709 0
20.307816 0
20.313924 0
20.320032 0
20.326139 0
20.332247 0
20.338355 0
20.344462 0
20.350570 0
20.356677 0
20.362785 0
20.368893 0
20.375000 0
20.381108 0
20.387215 0
20.393323 0
20.399431 0
20.405538 0
20.411646 0
20.417754 0
20.423861 0
20.429969 0
20.436076 0
20.442184 0
20.448292 0
20.454399 0
20.460507 0
20.466614 0
20.472722 0
20.478830 0
20.484937 0
20.491045 0
20.497153 0
20.503260 0
20.509368 0
20.515475 0
20.521583 0
20.527691 0
20.533798 0
20.539906 0
20.546013 0
20.552121 0
20.558229 0
20.564336 0
20.570444 0
20.576552 0
20.582659 0
20.588767 0
20.594874 0
20.600982 0
20.607090 0
20.613197 0
20.619305 0
20.625412 0
20.631520 0
20.637628 0
20.643735 0
20.649843 0
20.655950 0
20.662058 0
20.668166 0
20.674273 0
20.680381 0
20.686489 0
20.692596 0
20.698704 0
20.704811 0
20.710919 0
20.717027 0
20.723134 0
20.729242 0
20.735349 0
20.741457 0
20.747565 0
20.753672 0
20.759780 0
20.765888 0
20.771995 0
20.778103 0
20.784210 0
20.790318 0
20.796426 0
20.802533 0
20.808641 0
20.814748 0
20.820856 0
20.826964 0
20.833071 0
20.839179 0
20.845287 0
20.851394 0
20.857502 0
20.863609 0
20.869717 0
20.875825 0
20.881932 0
20.888040 0
20.894147 0
20.900255 0
20.906363 0
20.912470 0
20.918578 0
20.924685 0
20.930793 0
20.936901 0
20.943008 0
20.949116 0
20.955224 0
20.961331 0
20.967439 0
20.973546 0
20.979654 0
20.985762 0
20.991869 0
20.997977 0
21.004084 0
21.010192 0
21.016300 0
21.022407 0
21.028515 0
21.034623 0
21.040730 0
21.046838 0
21.052945 0
21.059053 0
21.065161 0
21.071268 0
21.077376 0
21.083483 0
21.089591 0
21.095699 0
21.101806 0
21.107914 0
21.114022 0
21.120129 0
21.126237 0
21.132344 0
21.138452 0
21.144560 0
21.150667 0
21.156775 0
21.162882 0
21.168990 0
21.175098 0
21.181205 0
21.187313 0
21.193421 0
21.199528 0
21.205636 0
21.211743 0
21.217851 0
21.223959 0
21.230066 0
21.236174 0
21.242281 0
21.248389 0
21.254497 0
21.260604 0
21.266712 0
21.272819 0
21.278927 0
21.285035 0
21.291142 0
21.297250 0
21.303358 0
21.309465 0
21.315573 0
21.321680 0
21.327788 0
21.333896 0
21.340003 0
21.346111 0
21.352218 0
21.358326 0
21.364434 0
21.370541 0
21.376649 0
21.382757 0
21.388864 0
21.394972 0
21.401079 0
21.407187 0
21.413295 0
21.419402 0
21.425510 0
21.431617 0
21.437725 0
21.443833 0
21.449940 0
21.456048 0
21.462156 0
21.468263 0
21.474371 0
21.480478 0
21.486586 0
21.492694 0
21.498801 0
21.504909 0
21.511016 0
21.517124 0
21.523232 0
21.529339 0
21.535447 0
21.541555 0
21.547662 0
21.553770 0
21.559877 0
21.565985 0
21.572093 0
21.578200 0
21.584308 0
21.590415 0
21.596523 0
21.602631 0
21.608738 0
21.614846 0
21.620953 0
21.627061 0
21.633169 0
21.639276 0
21.645384 0
21.651492 0
21.657599 0
21.663707 0
21.669814 0
21.675922 0
21.682030 0
21.688137 0
21.694245 0
21.700352 0
21.706460 0
21.712568 0
21.718675 0
21.724783 0
21.730891 0
21.736998 0
21.743106 0
21.749213 0
21.755321 0
21.761429 0
21.767536 0
21.773644 0
21.779751 0
21.785859 0
21.791967 0
21.798074 0
21.804182 0
21.810290 0
21.816397 0
21.822505 0
21.828612 0
21.834720 0
21.840828 0
21.846935 0
21.853043 0
21.859150 0
21.865258 0
21.871366 0
21.877473 0
21.883581 0
21.889689 0
21.895796 0
21.901904 0
21.908011 0
21.914119 0
21.920227 0
21.926334 0
21.932442 0
21.938549 0
21.944657 0
21.950765 0
21.956872 0
21.962980 0
21.969087 0
21.975195 0
21.981303 0
21.987410 0
21.993518 0
21.999626 0
22.005733 0
22.011841 0
22.017948 0
22.024056 0
22.030164 0
22.036271 0
22.042379 0
22.048486 0
22.054594 0
22.060702 0
22.066809 0
22.072917 0
22.079025 0
22.085132 0
22.091240 0
22.097347 0
22.103455 0
22.109563 0
22.115670 0
22.121778 0
22.127885 0
22.133993 0
22.140101 0
22.146208 0
22.152316 0
22.158424 0
22.164531 0
22.170639 0
22.176746 0
22.182854 0
22.188962 0
22.195069 0
22.201177 0
22.207284 0
22.213392 0
22.219500 0
22.225607 0
22.231715 0
22.237823 0
22.243930 0
22.250038 0
22.256145 0
22.262253 0
22.268361 0
22.274468 0
22.280576 0
22.286683 0
22.292791 0
22.298899 0
22.305006 0
22.311114 0
22.317221 0
22.323329 0
22.329437 0
22.335544 0
22.341652 0
22.347760 0
22.353867 0
22.359975 0
22.366082 0
22.372190 0
22.378298 0
22.384405 0
22.390513 0
22.396620 0
22.402728 0
22.408836 0
22.414943 0
22.421051 0
22.427159 0
22.433266 0
22.439374 0
22.445481 0
22.451589 0
22.457697 0
22.463804 0
22.469912 0
22.476019 0
22.482127 0
22.488235 0
22.494342 0
22.500450 0
22.506558 0
22.512665 0
22.518773 0
22.524880 0
22.530988 0
22.537096 0
22.543203 0
22.549311 0
22.555418 0
22.561526 0
22.567634 0
22.573741 0
22.579849 0
22.585957 0
22.592064 0
22.598172 0
22.604279 0
22.610387 0
22.616495 0
22.622602 0
22.628710 0
22.634817 0
22.640925 0
22.647033 0
22.653140 0
22.659248 0
22.665355 0
22.671463 0
22.677571 0
22.683678 0
22.689786 0
22.695894 0
22.702001 0
22.708109 0
22.714216 0
22.720324 0
22.726432 0
22.732539 0
22.738647 0
22.744754 0
22.750862 0
22.756970 0
22.763077 0
22.769185 0
22.775293 0
22.781400 0
22.787508 0
22.793615 0
22.799723 0
22.805831 0
22.811938 0
22.818046 0
22.824153 0
22.830261 0
22.836369 0
22.842476 0
22.848584 0
22.854692 0
22.860799 0
22.866907 0
22.873014 0
22.879122 0
22.885230 0
22.891337 0
22.897445 0
22.903552 0
22.909660 0
22.915768 0
22.921875 0
22.927983 0
22.934090 0
22.940198 0
22.946306 0
22.952413 0
22.958521 0
22.964629 0
22.970736 0
22.976844 0
22.982951 0
22.989059 0
22.995167 0
23.001274 0
23.007382 0
23.013489 0
23.019597 0
23.025705 0
23.031812 0
23.037920 0
23.044028 0
23.050135 0
23.056243 0
23.062350 0
23.068458 0
23.074566 0
23.080673 0
23.086781 0
23.092888 0
23.098996 0
23.105104 0
23.111211 0
23.117319 0
23.123427 0
23.129534 0
23.135642 0
23.141749 0
23.147857 0
23.153965 0
23.160072 0
23.166180 0
23.172287 0
23.178395 0
23.184503 0
23.190610 0
23.196718 0
23.202826 0
23.208933 0
23.215041 0
23.221148 0
23.227256 0
23.233364 0
23.239471 0
23.245579 0
23.251686 0
23.257794 0
23.263902 0
23.270009 0
23.276117 0
23.282224 0
23.288332 0
23.294440 0
23.300547 0
23.306655 0
23.312763 0
23.318870 0
23.324978 0
23.331085 0
23.337193 0
23.343301 0
23.349408 0
23.355516 0
23.361623 0
23.367731 0
23.373839 0
23.379946 0
23.386054 0
23.392162 0
23.398269 0
23.404377 0
23.410484 0
23.416592 0
23.422700 0
23.428807 0
23.434915 0
23.441022 0
23.447130 0
23.453238 0
23.459345 0
23.465453 0
23.471561 0
23.477668 0
23.483776 0
23.489883 0
23.495991 0
23.502099 0
23.508206 0
23.514314 0
23.520421 0
23.526529 0
23.532637 0
23.538744 0
23.544852 0
23.550960 0
23.557067 0
23.563175 0
23.569282 0
23.575390 0
23.581498 0
23.587605 0
23.593713 0
23.599820 0
23.605928 0
23.612036 0
23.618143 0
23.624251 0
23.630358 0
23.636466 0
23.642574 0
23.648681 0
23.654789 0
23.660897 0
23.667004 0
23.673112 0
23.679219 0
23.685327 0
23.691435 0
23.697542 0
23.703650 0
23.709757 0
23.715865 0
23.721973 0
23.728080 0
23.734188 0
23.740296 0
23.746403 0
23.752511 0
23.758618 0
23.764726 0
23.770834 0
23.776941 0
23.783049 0
23.789156 0
23.795264 0
23.801372 0
23.807479 0
23.813587 0
23.819695 0
23.825802 0
23.831910 0
23.838017 0
23.844125 0
23.850233 0
23.856340 0
23.862448 0
23.868555 0
23.874663 0
23.880771 0
23.886878 0
23.892986 0
23.899094 0
23.905201 0
23.911309 0
23.917416 0
23.923524 0
23.929632 0
